,CHURN_PROBABILITY,CHURN_LABEL,CLIENT_TO_CONTACT,DISCOUNT,CUSTOMER_ID
44,0.7068815609677678,1,NO,0,C100158
45,0.150269366231104,0,YES,45,C100161
46,0.3840216921050777,0,NO,0,C100162
47,0.5038358338478248,0,NO,0,C100167
48,0.26707219150125316,0,YES,25,C100168
49,0.831809471705888,1,NO,0,C100170
50,0.5953490697335491,1,NO,0,C100173
51,0.4128885904880741,0,NO,0,C100174
52,0.4359710808799897,0,NO,0,C100177
53,0.7570448222743188,1,NO,0,C100179
54,0.6681260012977023,1,NO,0,C100189
55,0.6755151515151516,1,NO,0,C100191
56,0.43614554571670466,0,NO,0,C100193
57,0.5144059250391579,0,NO,0,C100194
58,0.8942155245758449,1,NO,0,C100196
59,0.32081198727226545,0,YES,20,C100212
60,0.036682888058120325,0,YES,40,C100217
61,0.723161189934819,1,NO,0,C100228
62,0.5952191327140873,1,NO,0,C100231
63,0.5842972315734026,1,NO,0,C100235
64,0.8315993347277092,1,NO,0,C100237
65,0.5912639263252469,1,NO,0,C100240
66,0.1621248856641135,0,YES,25,C100245
67,0.5462447575708991,1,NO,0,C100247
68,0.12655498572398127,0,YES,20,C100248
69,0.398635776803922,0,YES,25,C100253
70,0.9656987636312537,1,NO,0,C100254
71,0.7713379583375702,1,NO,0,C100261
72,0.8537245134044751,1,NO,0,C100267
73,0.7867604729443886,1,NO,0,C100275
74,0.8656333296900116,1,NO,0,C100285
75,0.5506603729285507,1,NO,0,C100291
76,0.3236653530933962,0,NO,0,C100294
77,0.6852192830600782,1,NO,0,C100296
78,0.46930146984798143,0,NO,0,C100301
79,0.5722454481792717,1,NO,0,C100302
80,0.7177840899518061,1,NO,0,C100303
81,0.548419988429492,1,NO,0,C100310
82,0.540929921956981,1,NO,0,C100311
83,0.9148272625188616,1,NO,0,C100312
84,0.760013451944092,1,NO,0,C100315
85,0.8538131238578025,1,NO,0,C100318
86,0.3259020521404609,0,NO,0,C100320
87,0.31767736835620375,0,NO,0,C100324
88,0.39902780028575835,0,NO,0,C100329
89,0.6392641716996698,1,NO,0,C100331
90,0.5745185680504439,1,NO,0,C100338
91,0.3402681669827791,0,YES,30,C100339
92,0.9634162128926944,1,NO,0,C100340
93,0.884517723012989,1,NO,0,C100341
94,0.26417988344315696,0,YES,20,C100355
95,0.8874417624969537,1,NO,0,C100356
96,0.7832851091936697,1,NO,0,C100358
97,0.4365379186864468,0,NO,0,C100362
98,0.5375102290128575,0,NO,0,C100376
99,0.6835108851149388,1,NO,0,C100396
100,0.5430071090482805,1,NO,0,C100401
101,0.9432386020649508,1,NO,0,C100408
102,0.31910861361160975,0,NO,0,C100412
103,0.9916864178019906,1,NO,0,C100416
104,0.5654561865187968,1,NO,0,C100418
105,0.14766691641812693,0,YES,35,C100419
106,0.6282004421009504,1,NO,0,C100424
107,0.7501678258401218,1,NO,0,C100427
108,0.7108365641640597,1,NO,0,C100432
109,0.34962769309934927,0,YES,30,C100436
110,0.8520062899430672,1,NO,0,C100438
111,0.1334630258563217,0,YES,40,C100442
112,0.9211251290275899,1,NO,0,C100443
113,0.7084890475066357,1,NO,0,C100445
114,0.6284821791375773,1,NO,0,C100449
115,0.8107144438839711,1,NO,0,C100451
116,0.6471841217326164,1,NO,0,C100454
117,0.1575663920733746,0,YES,25,C100457
118,0.9690194805194804,1,NO,0,C100458
119,0.94,1,NO,0,C100467
120,0.6010312204748239,1,NO,0,C100468
121,0.792295137737226,1,NO,0,C100480
122,0.890009796811675,1,NO,0,C100487
123,0.6033458666516502,1,NO,0,C100490
124,0.827450737683219,1,NO,0,C100491
125,0.910869884884061,1,NO,0,C100506
126,0.9330471829444973,1,NO,0,C100515
127,0.8443290856893662,1,NO,0,C100517
128,0.3862572353278246,0,NO,0,C100524
129,0.9435398726525893,1,NO,0,C100532
130,0.4961126386993889,0,NO,0,C100534
131,0.8552,1,NO,0,C100537
132,0.5723573668081731,1,NO,0,C100538
133,0.5062892934057774,0,NO,0,C100546
134,0.9488111311057971,1,NO,0,C100554
135,0.5655449587871988,1,NO,0,C100557
136,0.6028591407732549,1,YES,20,C100561
137,0.1676489674447319,0,YES,45,C100567
138,0.836951280053428,1,NO,0,C100568
139,0.8252631578947368,1,NO,0,C100570
140,0.6728355825461088,1,NO,0,C100574
141,0.6065113321310955,1,NO,0,C100576
142,0.7201987946869169,1,NO,0,C100578
143,0.40646831638634756,0,NO,0,C100580
144,0.690315278487481,1,NO,0,C100585
145,0.3147821101819523,0,YES,20,C100587
146,0.526314949213308,0,YES,10,C100591
147,0.16635745867956372,0,YES,25,C100596
148,0.5985724172210997,1,NO,0,C100598
149,0.873477226742699,1,NO,0,C100599
150,0.2698258357569503,0,YES,30,C100609
151,0.08586984523093853,0,YES,40,C100611
152,0.9448957757599551,1,NO,0,C100614
153,0.9481098746431322,1,NO,0,C100616
154,0.6676636639313732,1,NO,0,C100617
155,0.6079001397957919,1,NO,0,C100623
156,0.22033925823117081,0,YES,20,C100630
157,0.16024862729426187,0,YES,45,C100631
158,0.7403593408391548,1,NO,0,C100632
159,0.6442043716333532,1,NO,0,C100634
160,0.6193444396214343,1,NO,0,C100643
161,0.334071449908282,0,YES,25,C100644
162,0.6052483587265627,1,NO,0,C100647
163,0.7816771566329049,1,NO,0,C100649
164,0.8053666465516524,1,NO,0,C100651
165,0.4725916619074814,0,YES,15,C100652
166,0.6122463885871388,1,NO,0,C100659
167,0.8151170135085798,1,NO,0,C100663
168,0.181283075193444,0,YES,20,C100667
169,0.8283249666040088,1,NO,0,C100669
170,0.5995348237539194,1,NO,0,C100675
171,0.8333640963154161,1,NO,0,C100679
172,0.5187017246799259,0,NO,0,C100684
173,0.8759075562813357,1,NO,0,C100687
174,0.4509478465862997,0,NO,0,C100688
175,0.41565297916522354,0,NO,0,C100708
176,0.31433588152093855,0,YES,30,C100711
177,0.8288484390703711,1,NO,0,C100713
178,0.9261935855019846,1,NO,0,C100714
179,0.9471044587680865,1,NO,0,C100730
180,0.2736737546312053,0,YES,30,C100731
181,0.8888897170915203,1,NO,0,C100733
182,0.9512406196625048,1,NO,0,C100736
183,0.8651361819090454,1,NO,0,C100737
184,0.18434167684167688,0,YES,25,C100748
185,0.08204768853758396,0,YES,35,C100756
186,0.16077221694990318,0,YES,25,C100761
187,0.7864815616928185,1,NO,0,C100765
188,0.49057132671983433,0,NO,0,C100766
189,0.8303677061175248,1,NO,0,C100775
190,0.20252355120552057,0,YES,40,C100782
191,0.17714366018057465,0,YES,20,C100785
192,0.8487880100175683,1,NO,0,C100793
193,0.6043722344977573,1,NO,0,C100794
194,0.06491061253561253,0,YES,30,C100795
195,0.4059411677897494,0,YES,25,C100802
196,0.13974794394219917,0,YES,45,C100806
197,0.8183705417149291,1,NO,0,C100814
198,0.65920853608396,1,NO,0,C100817
199,0.5163791889039534,0,NO,0,C100818
200,0.6116666666666667,1,NO,0,C100826
201,0.1954199426772108,0,YES,45,C100833
202,0.5203282869583391,0,NO,0,C100835
203,0.6026142355180706,1,NO,0,C100839
204,0.5150588003901753,0,NO,0,C100840
205,0.6636984804216708,1,NO,0,C100841
206,0.532643518332101,0,YES,5,C100850
207,0.220451030486648,0,YES,45,C100853
208,0.8717749015148982,1,NO,0,C100858
209,0.9708556499129323,1,NO,0,C100861
210,0.98,1,NO,0,C100863
211,0.6425567124571749,1,NO,0,C100864
212,0.35509489847929415,0,YES,15,C100866
213,0.5943366858237549,1,NO,0,C100871
214,0.6954992025948492,1,NO,0,C100874
215,0.4443208760591096,0,YES,15,C100875
216,0.6889921544070965,1,NO,0,C100876
217,0.5540141100172129,1,NO,0,C100880
218,0.7205163133114493,1,NO,0,C100881
219,0.491578849802454,0,NO,0,C100882
220,0.3886487516749035,0,YES,25,C100894
221,0.8587843713131388,1,NO,0,C100903
222,0.560292307124515,1,NO,0,C100904
223,0.27824127377752506,0,NO,0,C100908
224,0.88807765323319,1,NO,0,C100914
225,0.49327872462199013,0,NO,0,C100915
226,0.5218428949493797,0,YES,10,C100916
227,0.5198333808564674,0,YES,20,C100918
228,0.8351936879598302,1,NO,0,C100919
229,0.5865320661296702,1,NO,0,C100920
230,0.9211386394281159,1,NO,0,C100922
231,0.648647223460275,1,NO,0,C100926
232,0.48307955036429784,0,NO,0,C100936
233,0.3970090995435164,0,YES,20,C100937
234,0.8829713416258823,1,NO,0,C100938
235,0.5465335183550379,1,NO,0,C100943
236,0.4636534535822415,0,NO,0,C100945
237,0.5734614763107567,1,NO,0,C100946
238,0.17269647798689203,0,YES,35,C100950
239,0.17671769015985828,0,YES,40,C100951
240,0.11169174652101155,0,YES,25,C100964
241,0.2032748444836137,0,YES,25,C100968
242,0.22988851766892626,0,YES,25,C100973
243,0.5263124985247842,0,NO,0,C100981
244,0.723961289900135,1,NO,0,C100987
245,0.46026773690411454,0,NO,0,C100989
246,0.30888719979688356,0,NO,0,C100994
247,0.6617193654782193,1,NO,0,C100997
248,0.4566796798507666,0,NO,0,C101007
249,0.8444650029192,1,NO,0,C101008
250,0.9751804900530289,1,NO,0,C101019
251,0.7175221061785951,1,NO,0,C101027
252,0.9340757257255448,1,NO,0,C101036
253,0.6796904802017899,1,NO,0,C101041
254,0.3023645800933318,0,YES,25,C101042
255,0.7713582614722422,1,NO,0,C101046
256,0.7370716439886335,1,NO,0,C101048
257,0.4769386602098466,0,NO,0,C101051
258,0.6152368746317937,1,NO,0,C101053
259,0.684649629016294,1,NO,0,C101057
260,0.7451801197666192,1,NO,0,C101063
261,0.9169556129045069,1,NO,0,C101069
262,0.29043677071447016,0,NO,0,C101079
263,0.7924304825819536,1,NO,0,C101080
264,0.8241997023698354,1,NO,0,C101088
265,0.5183706203181111,0,NO,0,C101089
266,0.8317686898962648,1,NO,0,C101090
267,0.5031416365135093,0,NO,0,C101091
268,0.22650099898309262,0,YES,35,C101101
269,0.33887988740562264,0,NO,0,C101102
270,0.4326752929599636,0,NO,0,C101104
271,0.8051290584415586,1,NO,0,C101111
272,0.10712548250448858,0,YES,20,C101119
273,0.9492389545581151,1,NO,0,C101123
274,0.91,1,NO,0,C101124
275,0.7472656923711396,1,NO,0,C101126
276,0.7494900424203302,1,NO,0,C101127
277,0.19984481414006075,0,YES,25,C101128
278,0.2215505330052721,0,YES,45,C101136
279,0.41556883011844653,0,YES,40,C101138
280,0.718887476023714,1,NO,0,C101140
281,0.7176261164485556,1,NO,0,C101142
282,0.8315413236792699,1,NO,0,C101143
283,0.6305437412109501,1,NO,0,C101145
284,0.5053590296225025,0,NO,0,C101146
285,0.7782006738152285,1,NO,0,C101154
286,0.7600150587499874,1,NO,0,C101155
287,0.8349094655575471,1,NO,0,C101164
288,0.1719888411138411,0,YES,30,C101170
289,0.11313778813695075,0,YES,30,C101174
290,0.8317836088700676,1,NO,0,C101176
291,0.08855552659712129,0,YES,40,C101177
292,0.937800586510264,1,NO,0,C101181
293,0.9867073534901081,1,NO,0,C101187
294,0.21576423598885022,0,YES,30,C101193
295,0.7367620977270088,1,NO,0,C101196
296,0.9206030805715767,1,NO,0,C101200
297,0.23192371464227737,0,NO,0,C101203
298,0.2142503106907734,0,YES,45,C101206
299,0.5334492333380279,0,NO,0,C101213
300,0.7812064980016005,1,NO,0,C101218
301,0.8664339080061244,1,NO,0,C101220
302,0.7262053458052062,1,NO,0,C101221
303,0.28212119090060267,0,YES,25,C101228
304,0.7416287089136051,1,NO,0,C101253
305,0.5458273481403527,1,NO,0,C101255
306,0.8733734820274636,1,NO,0,C101256
307,0.9502420781177467,1,NO,0,C101258
308,0.5439872831245649,1,NO,0,C101264
309,0.9132467190485605,1,NO,0,C101269
310,0.2888607572665292,0,NO,0,C101274
311,0.7446952039448008,1,NO,0,C101279
312,0.6480066296133066,1,NO,0,C101281
313,0.5641948513027323,1,NO,0,C101286
314,0.4211691274896456,0,NO,0,C101287
315,0.8628163728803593,1,NO,0,C101289
316,0.4035761570830534,0,NO,0,C101290
317,0.6144458646274624,1,NO,0,C101300
318,0.98,1,NO,0,C101304
319,0.8796763981165369,1,NO,0,C101309
320,0.2966906616989218,0,YES,40,C101327
321,0.4067610644312671,0,YES,25,C101335
322,0.5944832857659322,1,NO,0,C101338
323,0.4950003812342106,0,NO,0,C101349
324,0.16278694761801454,0,YES,25,C101351
325,0.6143649378577841,1,NO,0,C101352
326,0.7231754294879579,1,NO,0,C101353
327,0.9180572489270418,1,NO,0,C101356
328,0.7406097398261658,1,NO,0,C101359
329,0.5075702051571618,0,NO,0,C101360
330,0.48397616351994877,0,NO,0,C101368
331,0.6381427814209668,1,NO,0,C101370
332,0.10817475760637009,0,YES,45,C101372
333,0.8964930634006061,1,NO,0,C101374
334,0.5119019861072118,0,NO,0,C101375
335,0.8398949264383705,1,NO,0,C101376
336,0.9386017336841799,1,NO,0,C101379
337,0.6242136899231717,1,NO,0,C101380
338,0.45249040741966545,0,NO,0,C101384
339,0.526514697897159,0,NO,0,C101386
340,0.26369315301134844,0,YES,25,C101391
341,0.7336902911895159,1,NO,0,C101393
342,0.4304488272629596,0,NO,0,C101395
343,0.24476018293274365,0,YES,30,C101403
344,0.23559247047955226,0,YES,25,C101404
345,0.7400264476371682,1,NO,0,C101406
346,0.1610624877787817,0,NO,0,C101410
347,0.7854593112506136,1,NO,0,C101412
348,0.9016111640301072,1,NO,0,C101416
349,0.8917284952186114,1,NO,0,C101432
350,0.5059860308027028,0,NO,0,C101437
351,0.814955407360341,1,NO,0,C101439
352,0.058806488663364125,0,YES,40,C101443
353,0.8712599270704274,1,NO,0,C101445
354,0.3615341376664671,0,NO,0,C101446
355,0.5847130007879171,1,NO,0,C101449
356,0.5756737272369679,1,NO,0,C101450
357,0.9163041640226214,1,NO,0,C101451
358,0.8084792386831352,1,NO,0,C101457
359,0.8912559453564437,1,NO,0,C101459
360,0.7106657665088502,1,NO,0,C101460
361,0.6971418436307281,1,NO,0,C101462
362,0.5404019551530466,1,NO,0,C101469
363,0.5030395360502792,0,NO,0,C101473
364,0.4478172595819925,0,NO,0,C101474
365,0.4398129491018547,0,NO,0,C101479
366,0.8955077446226987,1,NO,0,C101485
367,0.7880044953488291,1,NO,0,C101501
368,0.6237711582379185,1,NO,0,C101503
369,0.8774502258908025,1,NO,0,C101516
370,0.29486955662827363,0,YES,40,C101524
371,0.7057151347137194,1,NO,0,C101528
372,0.7864552718457951,1,NO,0,C101532
373,0.5772681704260652,1,NO,0,C101535
374,0.24559052654334837,0,YES,25,C101538
375,0.9201831427959773,1,NO,0,C101546
376,0.7337995112790517,1,NO,0,C101549
377,0.2551197502065342,0,YES,40,C101551
378,0.8493363718443494,1,NO,0,C101559
379,0.6909781471423965,1,NO,0,C101562
380,0.8594975776400594,1,NO,0,C101563
381,0.508204133614075,0,NO,0,C101565
382,0.8538324393237876,1,NO,0,C101566
383,0.41292290927859754,0,NO,0,C101567
384,0.9099059012769488,1,NO,0,C101573
385,0.5901904164408251,1,NO,0,C101576
386,0.600376315019254,1,NO,0,C101577
387,0.6676532094570288,1,NO,0,C101579
388,0.4897377756193957,0,NO,0,C101589
389,0.9462876194744656,1,NO,0,C101590
390,0.707809479454091,1,NO,0,C101592
391,0.5119704039921431,0,NO,0,C101595
392,0.6808967087600537,1,NO,0,C101603
393,0.10356044380980442,0,YES,30,C101605
394,0.8880918145022981,1,NO,0,C101606
395,0.755850013358051,1,NO,0,C101611
396,0.898916861435576,1,NO,0,C101614
397,0.6685671870117161,1,NO,0,C101615
398,0.5369022370328588,0,NO,0,C101623
399,0.4864463914451999,0,NO,0,C101624
400,0.6968334060310244,1,NO,0,C101625
401,0.7335428570184935,1,NO,0,C101631
402,0.10923565288198313,0,YES,20,C101634
403,0.7778068245710622,1,NO,0,C101635
404,0.19640494606302578,0,YES,45,C101636
405,0.7202715283188691,1,NO,0,C101649
406,0.6625812817551295,1,NO,0,C101661
407,0.5196377619484618,0,NO,0,C101665
408,0.8944173454110954,1,NO,0,C101673
409,0.9218571428571428,1,NO,0,C101674
410,0.521647431106639,0,NO,0,C101679
411,0.7761198801306232,1,NO,0,C101680
412,0.8638682484570791,1,NO,0,C101685
413,0.654893460608699,1,NO,0,C101698
414,0.3514753643519601,0,NO,0,C101701
415,0.5600949993633817,1,NO,0,C101702
416,0.5881552974464949,1,NO,0,C101703
417,0.743866820663665,1,NO,0,C101708
418,0.4876874220919564,0,NO,0,C101709
419,0.7951006253825915,1,NO,0,C101712
420,0.7508169374230748,1,NO,0,C101714
421,0.09672115548993457,0,YES,25,C101718
422,0.6339238796371698,1,NO,0,C101722
423,0.8349679669263679,1,NO,0,C101726
424,0.4260039616498561,0,NO,0,C101727
425,0.5850248155786579,1,YES,20,C101728
426,0.8453377770275695,1,NO,0,C101733
427,0.8458667039154506,1,NO,0,C101738
428,0.6084631101081134,1,NO,0,C101744
429,0.34116538963016146,0,NO,0,C101747
430,0.6657606102524661,1,NO,0,C101752
431,0.8307198723806976,1,NO,0,C101753
432,0.8979755740821997,1,NO,0,C101754
433,0.6042840034879036,1,NO,0,C101756
434,0.9062912618344282,1,NO,0,C101757
435,0.7475,1,NO,0,C101771
436,0.3484783232453064,0,NO,0,C101780
437,0.6404749341467779,1,NO,0,C101787
438,0.7830022185656119,1,NO,0,C101792
439,0.5668884927617787,1,NO,0,C101793
440,0.7722079527563062,1,NO,0,C101797
441,0.7889828397577159,1,NO,0,C101798
442,0.5399272829429053,0,NO,0,C101805
443,0.9139493897014449,1,NO,0,C101806
444,0.7101781371873702,1,NO,0,C101808
445,0.687205942895147,1,NO,0,C101810
446,0.550989231895249,1,NO,0,C101814
447,0.3656945432779455,0,NO,0,C101829
448,0.5868921720816993,1,NO,0,C101838
449,0.7673348312421651,1,NO,0,C101839
450,0.8225449501380645,1,NO,0,C101852
451,0.9348726580241986,1,NO,0,C101858
452,0.33377134949935433,0,YES,35,C101859
453,0.5375938308779795,0,NO,0,C101861
454,0.4716383225872988,0,NO,0,C101864
455,0.17466001171883522,0,YES,25,C101867
456,0.9546061215101241,1,NO,0,C101872
457,0.6545984328748986,1,NO,0,C101877
458,0.17711316795970397,0,YES,40,C101879
459,0.5949618950288342,1,NO,0,C101880
460,0.7277006894396151,1,NO,0,C101887
461,0.7090617273567329,1,NO,0,C101891
462,0.4199795221678355,0,YES,35,C101892
463,0.6999505526439509,1,NO,0,C101896
464,0.8805909783926851,1,NO,0,C101898
465,0.5237314766966508,0,NO,0,C101901
466,0.7881592538644662,1,NO,0,C101903
467,0.583022260992135,1,NO,0,C101904
468,0.7456031614403669,1,NO,0,C101908
469,0.20923869555835828,0,YES,35,C101910
470,0.1955770092235646,0,YES,25,C101914
471,0.2526583470587751,0,NO,0,C101917
472,0.8573540711413962,1,NO,0,C101918
473,0.8745798290948068,1,NO,0,C101920
474,0.5514501232959601,1,NO,0,C101932
475,0.529380526611323,0,NO,0,C101936
476,0.48035856341559585,0,NO,0,C101938
477,0.7408259283270582,1,NO,0,C101940
478,0.43201704192388896,0,NO,0,C101954
479,0.34814595908592233,0,NO,0,C101956
480,0.7926719701935206,1,NO,0,C101968
481,0.3306023975781003,0,YES,15,C101982
482,0.2005176331705694,0,YES,45,C101983
483,0.6826493991409367,1,NO,0,C101991
484,0.45834403738103435,0,YES,5,C101997
485,0.5065177832552099,0,NO,0,C101998
486,0.4758440597873087,0,YES,25,C101999
487,0.8285454425961012,1,NO,0,C102003
488,0.8930158730158729,1,NO,0,C102004
489,0.46523794909214106,0,NO,0,C102009
490,0.18385760476182636,0,YES,40,C102014
491,0.7879792298000329,1,NO,0,C102017
492,0.23151785446808687,0,YES,45,C102019
493,0.9039101660518408,1,NO,0,C102035
494,0.21598646082267817,0,YES,25,C102036
495,0.5970994794679005,1,NO,0,C102038
496,0.7430451900608591,1,NO,0,C102040
497,0.7380679663903348,1,NO,0,C102041
498,0.5016122556477517,0,NO,0,C102042
499,0.32848222835429264,0,NO,0,C102049
500,0.6015364800761247,1,NO,0,C102050
501,0.5992029087933293,1,NO,0,C102051
502,0.21510208791987243,0,YES,30,C102054
503,0.8611873381339037,1,NO,0,C102055
504,0.7550238768669432,1,NO,0,C102058
505,0.2686299713070753,0,YES,40,C102063
506,0.7056480280058699,1,NO,0,C102066
507,0.3017757500800336,0,YES,30,C102069
508,0.7270163870941047,1,NO,0,C102075
509,0.8797976035164191,1,NO,0,C102083
510,0.8216423555866896,1,NO,0,C102090
511,0.5971371124796729,1,NO,0,C102098
512,0.922864451748605,1,NO,0,C102099
513,0.44977139457982473,0,NO,0,C102102
514,0.38322400808852974,0,YES,30,C102111
515,0.31541923734016586,0,NO,0,C102120
516,0.7117130482060083,1,NO,0,C102128
517,0.8607645859330905,1,NO,0,C102130
518,0.5819893982771949,1,NO,0,C102133
519,0.9560272213662043,1,NO,0,C102135
520,0.34842642903389404,0,YES,20,C102138
521,0.5223667629219532,0,NO,0,C102140
522,0.6660551485423472,1,NO,0,C102147
523,0.8379672739541161,1,NO,0,C102149
524,0.7290805811711535,1,NO,0,C102150
525,0.9077361506042902,1,NO,0,C102153
526,0.7219883257529085,1,NO,0,C102156
527,0.7350865677741827,1,NO,0,C102159
528,0.6198119381260851,1,NO,0,C102161
529,0.6100499596031232,1,NO,0,C102162
530,0.8901146924782216,1,NO,0,C102166
531,0.9198687879953671,1,NO,0,C102170
532,0.7259983762793943,1,NO,0,C102172
533,0.6466547768812996,1,NO,0,C102176
534,0.8073392575483563,1,NO,0,C102183
535,0.9550712121955443,1,NO,0,C102198
536,0.35583831910594116,0,YES,25,C102203
537,0.203670725250014,0,YES,25,C102207
538,0.21280145694036165,0,YES,30,C102209
539,0.8833341048602993,1,NO,0,C102220
540,0.8256957935779979,1,NO,0,C102224
541,0.46632451901195743,0,NO,0,C102226
542,0.9813646130783948,1,NO,0,C102236
543,0.46836357270254175,0,NO,0,C102239
544,0.2854447546621047,0,YES,25,C102247
545,0.7710524085921209,1,NO,0,C102250
546,0.9564919867956096,1,NO,0,C102251
547,0.7693043606068758,1,NO,0,C102254
548,0.5644002543155768,1,NO,0,C102257
549,0.6706207764808645,1,NO,0,C102258
550,0.9041055303609622,1,NO,0,C102260
551,0.5961982258729533,1,NO,0,C102266
552,0.8859878291021357,1,NO,0,C102268
553,0.5030978097561581,0,NO,0,C102269
554,0.8196385743349346,1,NO,0,C102271
555,0.47505537685135374,0,NO,0,C102272
556,0.6213959939549735,1,NO,0,C102276
557,0.43731118759917736,0,NO,0,C102277
558,0.3446448448156276,0,YES,30,C102278
559,0.12053956803621607,0,YES,30,C102279
560,0.6093394895481565,1,NO,0,C102286
561,0.6145570054945054,1,YES,15,C102288
562,0.6261249566133535,1,NO,0,C102289
563,0.5243017292704444,0,NO,0,C102293
564,0.5994785939558982,1,NO,0,C102295
565,0.07187136789506501,0,YES,40,C102298
566,0.7159426053249581,1,NO,0,C102313
567,0.9002455736508598,1,NO,0,C102316
568,0.8401375056277325,1,NO,0,C102319
569,0.5012004791855883,0,NO,0,C102323
570,0.9559060961799856,1,NO,0,C102324
571,0.88,1,NO,0,C102325
572,0.5204251649778331,0,NO,0,C102330
573,0.24312070577672343,0,NO,0,C102339
574,0.5753006139789143,1,NO,0,C102340
575,0.5785222768569175,1,NO,0,C102342
576,0.31036930708473254,0,YES,25,C102343
577,0.9608193695534362,1,NO,0,C102356
578,0.3949166666666666,0,NO,0,C102359
579,0.9075919940943917,1,NO,0,C102360
580,0.09390280865355465,0,YES,40,C102368
581,0.754547846889229,1,NO,0,C102372
582,0.7499998202335247,1,NO,0,C102375
583,0.8222021518163294,1,NO,0,C102384
584,0.9396722235816886,1,NO,0,C102385
585,0.8970611794124906,1,NO,0,C102386
586,0.5771952178889572,1,NO,0,C102388
587,0.6882304468003921,1,NO,0,C102394
588,0.7267118013494709,1,NO,0,C102398
589,0.4524830620173622,0,YES,10,C102399
590,0.6398003721461598,1,NO,0,C102408
591,0.2660181194676282,0,YES,20,C102409
592,0.23918363037501517,0,YES,20,C102411
593,0.8413788791537165,1,NO,0,C102413
594,0.6183098680395515,1,NO,0,C102418
595,0.5676925792331331,1,NO,0,C102419
596,0.5572323287988438,1,NO,0,C102421
597,0.839099492993857,1,NO,0,C102424
598,0.7991649210806586,1,NO,0,C102429
599,0.5418664555807365,1,NO,0,C102439
600,0.5777436296332031,1,NO,0,C102443
601,0.7650971455943882,1,NO,0,C102444
602,0.3703184366099611,0,YES,40,C102448
603,0.39533933261921705,0,YES,25,C102451
604,0.1809920445490648,0,YES,40,C102453
605,0.2749980355438299,0,YES,35,C102454
606,0.5268637622778722,0,NO,0,C102455
607,0.21804824055570526,0,YES,25,C102459
608,0.9346415043290043,1,NO,0,C102465
609,0.6950561670463554,1,NO,0,C102466
610,0.430295566502463,0,YES,25,C102473
611,0.819090375858719,1,NO,0,C102475
612,0.4152394412338723,0,NO,0,C102479
613,0.6542164389436078,1,NO,0,C102484
614,0.40724484304444386,0,NO,0,C102496
615,0.7253528820662117,1,NO,0,C102497
616,0.8084032735705299,1,NO,0,C102503
617,0.9339299442319355,1,NO,0,C102512
618,0.8557975357975358,1,NO,0,C102516
619,0.34828032284919624,0,NO,0,C102522
620,0.34,0,YES,25,C102537
621,0.6728406924004235,1,NO,0,C102539
622,0.960129857137129,1,NO,0,C102547
623,0.9335643390425998,1,NO,0,C102548
624,0.972363165501502,1,NO,0,C102551
625,0.9227630607313071,1,NO,0,C102556
626,0.8945661978031794,1,NO,0,C102560
627,0.12469950040538276,0,YES,30,C102561
628,0.6803303725139817,1,NO,0,C102570
629,0.4253307977552164,0,NO,0,C102577
630,0.5214047086545757,0,NO,0,C102580
631,0.5205341738533096,0,NO,0,C102582
632,0.7828505828889589,1,NO,0,C102589
633,0.9517043438292865,1,NO,0,C102593
634,0.47976771196283385,0,YES,30,C102596
